age,capital_gain,capital_loss,education,final_weight,hours_worked_per_week,marital_status,native_country,occupation,race,relationship,is_male,workclass,over_threshold
79,0.0,0.0,13,183686,20,Married-civ-spouse,United-States,Sales,White,Husband,True,Self-emp-inc,1
59,0.0,0.0,12,178660,40,Married-civ-spouse,United-States,Adm-clerical,White,Husband,True,Federal-gov,0
28,0.0,0.0,12,188171,60,Never-married,United-States,Transport-moving,White,Own-child,True,Private,0
30,0.0,0.0,10,247444,40,Married-civ-spouse,Nicaragua,Machine-op-inspct,White,Husband,True,Private,0
35,0.0,0.0,12,33975,40,Married-civ-spouse,United-States,Craft-repair,White,Husband,True,Private,0
28,0.0,0.0,9,183802,55,Married-civ-spouse,United-States,Transport-moving,White,Husband,True,Private,0
24,0.0,0.0,13,236696,40,Never-married,United-States,Exec-managerial,White,Not-in-family,True,Private,0
53,5013.0,0.0,9,124094,35,Married-civ-spouse,United-States,Craft-repair,White,Husband,True,Local-gov,0
28,0.0,0.0,9,207513,48,Never-married,United-States,Sales,White,Own-child,True,Private,0
27,0.0,0.0,9,115438,60,Married-civ-spouse,Ireland,Craft-repair,White,Husband,True,Self-emp-not-inc,1
56,3103.0,0.0,9,176118,40,Married-civ-spouse,United-States,Craft-repair,White,Husband,True,Private,1
57,0.0,0.0,9,217886,36,Widowed,United-States,Adm-clerical,White,Not-in-family,False,Private,0
35,0.0,1887.0,12,100375,45,Married-civ-spouse,United-States,Sales,White,Husband,True,Private,1
22,0.0,0.0,9,255575,35,Never-married,United-States,Other-service,White,Not-in-family,False,Private,0
56,0.0,0.0,11,117872,40,Married-civ-spouse,United-States,Craft-repair,Black,Husband,True,Private,1
17,0.0,0.0,8,53367,25,Never-married,United-States,Other-service,White,Other-relative,False,Private,0
33,0.0,0.0,7,286675,40,Married-civ-spouse,United-States,Craft-repair,White,Husband,True,Private,0
39,0.0,0.0,11,97771,45,Married-civ-spouse,United-States,Exec-managerial,White,Husband,True,Private,0
42,0.0,0.0,9,184857,16,Married-civ-spouse,United-States,Craft-repair,White,Husband,True,Private,0
35,0.0,0.0,9,214816,36,Married-civ-spouse,United-States,Adm-clerical,White,Husband,True,Private,0
52,0.0,0.0,3,94988,50,Never-married,United-States,Handlers-cleaners,White,Not-in-family,True,Private,0
47,0.0,0.0,9,246396,40,Married-civ-spouse,Mexico,Adm-clerical,White,Husband,True,Private,0
48,0.0,0.0,14,328610,50,Married-civ-spouse,United-States,Prof-specialty,White,Husband,True,Local-gov,1
36,0.0,0.0,10,292380,10,Married-civ-spouse,United-States,Exec-managerial,Black,Husband,True,Private,0
60,4934.0,0.0,11,237317,40,Divorced,United-States,Prof-specialty,White,Unmarried,True,Federal-gov,1
35,0.0,0.0,13,166416,50,Married-civ-spouse,United-States,Exec-managerial,White,Husband,True,Private,1
33,0.0,0.0,9,32207,75,Divorced,United-States,?,White,Not-in-family,True,?,0
54,0.0,0.0,3,197975,51,Married-civ-spouse,United-States,Sales,White,Husband,True,Private,0
49,0.0,0.0,13,207540,40,Married-civ-spouse,United-States,Adm-clerical,White,Husband,True,Federal-gov,1
36,0.0,0.0,13,180752,40,Never-married,United-States,Protective-serv,Black,Unmarried,False,State-gov,0
33,0.0,0.0,14,33727,40,Married-civ-spouse,United-States,Prof-specialty,White,Wife,False,Local-gov,0
71,0.0,0.0,12,178295,3,Married-civ-spouse,United-States,?,White,Husband,True,?,0
75,0.0,0.0,15,208426,35,Married-civ-spouse,United-States,Prof-specialty,White,Husband,True,Self-emp-not-inc,0
25,0.0,0.0,9,160445,40,Divorced,United-States,Craft-repair,White,Not-in-family,True,Private,0
47,0.0,0.0,11,114882,40,Married-civ-spouse,United-States,Transport-moving,White,Husband,True,Private,0
26,0.0,0.0,9,216010,40,Separated,United-States,Exec-managerial,White,Own-child,False,Private,0
25,0.0,0.0,9,136357,40,Married-civ-spouse,United-States,Craft-repair,White,Husband,True,Local-gov,0
56,0.0,0.0,14,359972,60,Married-civ-spouse,England,Exec-managerial,White,Husband,True,Private,1
26,0.0,0.0,13,291968,40,Never-married,United-States,Prof-specialty,White,Not-in-family,True,Private,0
23,0.0,0.0,13,72143,40,Never-married,United-States,Exec-managerial,White,Not-in-family,False,Self-emp-not-inc,0
39,0.0,0.0,13,286026,52,Married-civ-spouse,United-States,Craft-repair,White,Husband,True,Private,0
51,0.0,0.0,9,100933,40,Never-married,United-States,Exec-managerial,White,Other-relative,False,Private,0
35,0.0,0.0,14,92028,50,Married-civ-spouse,United-States,Exec-managerial,White,Husband,True,Private,1
42,0.0,0.0,13,118947,40,Married-civ-spouse,United-States,Exec-managerial,White,Husband,True,Private,1
35,0.0,0.0,9,32528,50,Married-civ-spouse,United-States,Transport-moving,White,Husband,True,Self-emp-not-inc,0
25,0.0,0.0,9,295289,40,Never-married,United-States,Prof-specialty,Black,Own-child,False,Local-gov,0
25,0.0,0.0,13,173212,40,Never-married,United-States,Prof-specialty,White,Own-child,True,Private,0
60,10520.0,0.0,9,404023,40,Divorced,United-States,Exec-managerial,White,Not-in-family,True,Federal-gov,1
26,0.0,0.0,8,138152,48,Never-married,Guatemala,Craft-repair,Other,Other-relative,True,Private,0
30,0.0,0.0,13,231620,40,Never-married,Mexico,Sales,White,Not-in-family,False,Private,0
26,0.0,0.0,10,173992,45,Married-civ-spouse,United-States,Craft-repair,White,Husband,True,Private,1
37,0.0,0.0,13,190297,45,Married-civ-spouse,United-States,Tech-support,White,Husband,True,Private,1
42,7298.0,0.0,13,162140,45,Married-civ-spouse,United-States,Exec-managerial,White,Husband,True,Private,1
24,0.0,0.0,10,27939,24,Married-civ-spouse,?,Other-service,Asian-Pac-Islander,Husband,True,State-gov,0
60,0.0,0.0,3,170310,40,Married-civ-spouse,United-States,Transport-moving,White,Husband,True,Private,0
36,0.0,0.0,4,140854,45,Married-civ-spouse,Portugal,Adm-clerical,White,Husband,True,Private,0
56,0.0,0.0,13,181220,40,Married-civ-spouse,United-States,Sales,White,Husband,True,Private,1
30,0.0,0.0,13,186420,35,Never-married,United-States,Tech-support,White,Not-in-family,False,Private,0
23,3908.0,0.0,9,193586,40,Married-civ-spouse,United-States,Adm-clerical,White,Wife,False,Private,0
34,0.0,0.0,9,236543,40,Never-married,United-States,Craft-repair,White,Own-child,True,Private,0
42,7688.0,0.0,14,384236,40,Married-civ-spouse,United-States,Prof-specialty,White,Husband,True,Private,1
25,0.0,0.0,9,298225,50,Divorced,United-States,Craft-repair,White,Not-in-family,True,Private,0
27,0.0,0.0,11,176683,60,Married-civ-spouse,United-States,Other-service,White,Husband,True,Private,0
61,0.0,0.0,6,151459,38,Never-married,United-States,Other-service,Black,Not-in-family,False,State-gov,0
51,0.0,0.0,9,103803,50,Married-civ-spouse,United-States,Machine-op-inspct,Black,Husband,True,Private,0
27,0.0,0.0,15,252813,45,Never-married,United-States,Prof-specialty,White,Not-in-family,False,Private,0
62,0.0,0.0,9,24050,15,Widowed,United-States,Sales,White,Not-in-family,False,Self-emp-inc,0
55,0.0,0.0,9,194371,40,Married-civ-spouse,Canada,Sales,White,Wife,False,Private,1
25,0.0,0.0,9,51148,40,Divorced,United-States,Adm-clerical,White,Other-relative,False,Private,0
30,0.0,0.0,10,164493,10,Never-married,United-States,Adm-clerical,White,Own-child,False,Local-gov,0
24,0.0,0.0,5,243923,10,Married-civ-spouse,Mexico,?,White,Husband,True,?,0
64,15024.0,0.0,13,134960,35,Married-civ-spouse,United-States,Exec-managerial,White,Husband,True,Self-emp-not-inc,1
36,0.0,0.0,9,191754,50,Married-civ-spouse,United-States,Craft-repair,White,Husband,True,Private,0
50,0.0,0.0,11,62593,40,Married-civ-spouse,United-States,Farming-fishing,Asian-Pac-Islander,Husband,True,Private,1
45,0.0,0.0,9,123844,60,Divorced,United-States,Other-service,White,Own-child,False,Private,0
40,0.0,0.0,16,91949,40,Never-married,United-States,Prof-specialty,Black,Not-in-family,False,State-gov,0
31,0.0,0.0,10,288983,40,Never-married,United-States,Protective-serv,White,Not-in-family,True,Private,0
51,0.0,2002.0,10,373448,40,Married-civ-spouse,United-States,Exec-managerial,White,Husband,True,Private,0
20,0.0,0.0,10,109952,25,Never-married,United-States,Handlers-cleaners,White,Own-child,True,Private,0
41,0.0,0.0,11,254630,80,Divorced,United-States,?,White,Not-in-family,True,?,0
59,15024.0,0.0,14,31359,80,Married-civ-spouse,United-States,Exec-managerial,White,Husband,True,Self-emp-inc,1
46,0.0,0.0,9,167915,40,Married-civ-spouse,United-States,Craft-repair,White,Husband,True,Private,0
45,0.0,0.0,11,238386,40,Married-civ-spouse,United-States,Machine-op-inspct,White,Husband,True,Private,1
34,0.0,0.0,9,190151,32,Separated,United-States,Adm-clerical,White,Unmarried,False,Private,0
59,6849.0,0.0,10,241297,40,Widowed,United-States,Farming-fishing,White,Not-in-family,False,Self-emp-not-inc,0
44,0.0,0.0,6,240043,30,Married-spouse-absent,United-States,Adm-clerical,Black,Unmarried,False,Private,0
62,0.0,0.0,16,116626,40,Widowed,United-States,Exec-managerial,White,Not-in-family,False,Self-emp-not-inc,1
27,3325.0,0.0,9,287476,40,Never-married,United-States,Craft-repair,Black,Not-in-family,True,Private,0
59,0.0,0.0,4,160271,40,Separated,United-States,Machine-op-inspct,White,Not-in-family,True,Private,0
42,0.0,0.0,14,211450,45,Never-married,United-States,Exec-managerial,White,Not-in-family,True,Private,1
17,0.0,0.0,6,181129,10,Never-married,United-States,Sales,White,Own-child,False,Private,0
40,0.0,0.0,9,77975,40,Married-civ-spouse,United-States,Craft-repair,White,Husband,True,Private,0
44,0.0,0.0,13,196797,36,Married-civ-spouse,United-States,Prof-specialty,Black,Wife,False,Local-gov,1
48,0.0,0.0,14,39464,52,Never-married,United-States,Prof-specialty,White,Not-in-family,False,Local-gov,0
34,0.0,0.0,13,169708,40,Married-civ-spouse,United-States,Prof-specialty,White,Wife,False,Local-gov,1
50,0.0,0.0,9,186888,40,Married-civ-spouse,United-States,Exec-managerial,Black,Wife,False,Local-gov,1
23,0.0,0.0,10,148751,35,Never-married,United-States,?,White,Not-in-family,False,?,0
28,0.0,0.0,13,112425,40,Divorced,United-States,Tech-support,White,Not-in-family,False,Private,0
33,0.0,0.0,9,327902,45,Married-civ-spouse,United-States,Transport-moving,White,Husband,True,Self-emp-not-inc,0
35,0.0,0.0,13,272944,40,Divorced,United-States,Transport-moving,White,Not-in-family,True,Private,0
29,0.0,0.0,7,121523,60,Married-civ-spouse,United-States,Transport-moving,White,Husband,True,Private,0
34,0.0,0.0,13,85355,40,Never-married,United-States,Adm-clerical,White,Own-child,True,Private,0
29,0.0,0.0,13,106179,35,Never-married,Canada,Adm-clerical,White,Not-in-family,False,Private,0
23,0.0,0.0,9,285775,42,Never-married,United-States,Protective-serv,White,Other-relative,True,Private,0
35,0.0,0.0,13,33975,40,Married-civ-spouse,United-States,Prof-specialty,White,Husband,True,Local-gov,1
27,0.0,0.0,10,413870,40,Never-married,United-States,Exec-managerial,Black,Own-child,True,State-gov,0
18,0.0,0.0,9,92112,30,Never-married,United-States,Other-service,White,Own-child,False,Private,0
40,0.0,0.0,13,167678,40,Married-civ-spouse,Dominican-Republic,Craft-repair,White,Husband,True,Self-emp-not-inc,1
63,0.0,0.0,8,230823,40,Married-civ-spouse,Cuba,Transport-moving,White,Husband,True,Private,0
35,0.0,0.0,10,297767,40,Separated,United-States,Adm-clerical,Black,Not-in-family,True,Private,0
39,15024.0,0.0,10,33983,40,Married-civ-spouse,United-States,Adm-clerical,White,Husband,True,Private,1
32,0.0,0.0,10,116508,50,Married-civ-spouse,United-States,Farming-fishing,White,Husband,True,Self-emp-not-inc,1
38,0.0,0.0,9,423605,40,Married-civ-spouse,El-Salvador,Craft-repair,White,Husband,True,Private,0
30,0.0,0.0,13,362873,40,Married-civ-spouse,El-Salvador,Tech-support,White,Husband,True,Private,0
23,0.0,0.0,10,194096,30,Never-married,United-States,?,White,Own-child,False,?,0
31,0.0,0.0,9,225779,40,Never-married,United-States,Machine-op-inspct,White,Not-in-family,False,Private,0
17,0.0,0.0,6,108402,20,Never-married,United-States,Sales,White,Own-child,False,Private,0
42,0.0,1977.0,9,188738,60,Married-civ-spouse,Italy,Exec-managerial,White,Husband,True,Self-emp-inc,1
52,0.0,0.0,13,117674,38,Never-married,United-States,Prof-specialty,White,Not-in-family,True,Private,0
32,0.0,0.0,9,185410,40,Never-married,United-States,Adm-clerical,White,Not-in-family,False,Private,0
39,0.0,0.0,9,498785,40,Divorced,United-States,Adm-clerical,White,Not-in-family,True,Private,0
41,0.0,0.0,13,221172,40,Never-married,United-States,Exec-managerial,White,Own-child,True,Private,0
48,0.0,0.0,9,275100,70,Married-civ-spouse,Greece,Exec-managerial,White,Husband,True,Self-emp-inc,1
27,0.0,0.0,14,124680,40,Never-married,United-States,Prof-specialty,White,Not-in-family,False,Local-gov,0
20,0.0,0.0,9,73679,35,Never-married,United-States,Transport-moving,White,Own-child,False,Private,0
30,0.0,2051.0,10,84119,40,Married-civ-spouse,United-States,Craft-repair,White,Husband,True,Private,0
23,0.0,0.0,10,145964,20,Never-married,United-States,Other-service,White,Own-child,True,Private,0
40,0.0,0.0,9,235786,40,Separated,United-States,Craft-repair,White,Not-in-family,True,Private,0
36,0.0,0.0,11,263574,40,Married-civ-spouse,United-States,Adm-clerical,White,Wife,False,Private,0
53,0.0,1902.0,13,139671,40,Married-civ-spouse,United-States,Prof-specialty,White,Husband,True,Private,1
52,0.0,1887.0,9,34973,60,Married-civ-spouse,United-States,Farming-fishing,White,Husband,True,Self-emp-not-inc,1
61,4386.0,0.0,13,244856,40,Married-civ-spouse,United-States,?,White,Husband,True,?,1
21,0.0,0.0,12,494638,15,Never-married,United-States,?,White,Own-child,True,?,0
36,0.0,0.0,9,30267,50,Married-civ-spouse,United-States,Transport-moving,White,Husband,True,Private,0
65,25124.0,0.0,15,224472,80,Never-married,United-States,?,White,Not-in-family,True,?,1
20,0.0,0.0,10,318865,40,Never-married,United-States,?,White,Not-in-family,True,?,0
79,0.0,0.0,9,158319,24,Widowed,United-States,Other-service,White,Not-in-family,False,Self-emp-not-inc,0
29,0.0,0.0,11,29261,50,Never-married,United-States,Machine-op-inspct,White,Not-in-family,True,Private,0
53,0.0,0.0,11,263439,50,Married-civ-spouse,United-States,Sales,White,Husband,True,Self-emp-not-inc,1
38,7688.0,0.0,12,115433,33,Married-civ-spouse,United-States,Adm-clerical,White,Wife,False,Federal-gov,1
43,0.0,0.0,9,152958,35,Married-civ-spouse,United-States,Exec-managerial,White,Husband,True,Self-emp-not-inc,1
33,0.0,0.0,10,111994,45,Divorced,United-States,Adm-clerical,White,Unmarried,False,State-gov,0
21,0.0,0.0,8,169003,25,Never-married,United-States,Adm-clerical,Black,Own-child,True,Federal-gov,0
39,0.0,2415.0,14,179731,65,Married-civ-spouse,United-States,Exec-managerial,White,Wife,False,Private,1
47,3325.0,0.0,9,184005,45,Divorced,United-States,Exec-managerial,Amer-Indian-Eskimo,Not-in-family,False,Private,0
27,0.0,0.0,7,182540,40,Never-married,United-States,Craft-repair,White,Not-in-family,True,Private,0
58,0.0,0.0,9,190541,47,Never-married,United-States,Sales,White,Not-in-family,True,Self-emp-inc,0
32,0.0,0.0,7,137367,40,Never-married,India,Craft-repair,Asian-Pac-Islander,Not-in-family,True,Private,0
33,0.0,0.0,9,198211,40,Married-civ-spouse,United-States,Exec-managerial,White,Husband,True,Private,0
48,7298.0,0.0,9,493862,38,Married-civ-spouse,United-States,Exec-managerial,Black,Husband,True,Local-gov,1
41,15024.0,0.0,13,359696,60,Married-civ-spouse,United-States,Protective-serv,White,Husband,True,Private,1
23,0.0,0.0,10,115458,40,Married-civ-spouse,United-States,Sales,White,Husband,True,Private,0
35,2885.0,0.0,9,174856,40,Married-civ-spouse,United-States,Transport-moving,White,Husband,True,Private,0
77,0.0,0.0,10,120408,20,Married-civ-spouse,United-States,Protective-serv,White,Husband,True,Local-gov,0
47,4064.0,0.0,10,101204,40,Married-civ-spouse,United-States,Tech-support,Black,Husband,True,Private,0
33,2829.0,0.0,10,202153,40,Married-civ-spouse,United-States,Craft-repair,White,Husband,True,Self-emp-not-inc,0
58,0.0,0.0,7,32521,20,Married-spouse-absent,United-States,?,White,Not-in-family,False,?,0
41,0.0,0.0,13,344624,50,Divorced,United-States,Exec-managerial,White,Not-in-family,True,Private,1
67,0.0,0.0,9,231604,40,Never-married,United-States,Adm-clerical,White,Not-in-family,True,Federal-gov,1
24,0.0,0.0,10,112854,16,Never-married,United-States,Tech-support,White,Not-in-family,False,Private,0
18,594.0,0.0,8,198616,20,Never-married,United-States,Craft-repair,White,Own-child,True,Private,0
41,0.0,0.0,9,160785,40,Married-civ-spouse,United-States,Craft-repair,White,Husband,True,Local-gov,0
37,0.0,0.0,6,239397,40,Married-civ-spouse,Mexico,Machine-op-inspct,White,Husband,True,Private,0
22,0.0,0.0,10,341368,50,Never-married,United-States,Other-service,White,Not-in-family,True,Private,0
32,0.0,1876.0,13,244147,50,Never-married,United-States,Prof-specialty,White,Not-in-family,True,Private,0
33,0.0,0.0,15,37546,40,Married-civ-spouse,United-States,Prof-specialty,White,Wife,False,Federal-gov,1
22,0.0,0.0,9,210474,40,Never-married,United-States,Other-service,White,Not-in-family,False,Private,0
33,0.0,0.0,10,287372,50,Married-civ-spouse,United-States,Exec-managerial,White,Husband,True,Self-emp-inc,1
35,0.0,0.0,16,113481,60,Married-civ-spouse,United-States,Prof-specialty,White,Husband,True,Private,0
34,0.0,0.0,9,159255,60,Married-civ-spouse,United-States,Exec-managerial,White,Husband,True,Private,1
28,0.0,0.0,9,125442,40,Divorced,United-States,Craft-repair,White,Own-child,True,Self-emp-not-inc,0
39,0.0,0.0,13,318918,40,Married-civ-spouse,United-States,Exec-managerial,White,Husband,True,State-gov,0
20,0.0,0.0,4,200450,52,Never-married,United-States,Machine-op-inspct,White,Own-child,False,Private,0
20,0.0,0.0,5,147523,40,Never-married,El-Salvador,Handlers-cleaners,White,Not-in-family,False,Private,0
53,4386.0,0.0,11,151580,40,Married-civ-spouse,United-States,Prof-specialty,White,Husband,True,State-gov,1
20,0.0,0.0,10,317443,15,Never-married,United-States,Adm-clerical,Black,Own-child,False,Private,0
33,0.0,0.0,12,25610,40,Married-civ-spouse,Japan,Sales,Other,Husband,True,Private,1
24,0.0,0.0,10,52262,40,Never-married,United-States,Adm-clerical,White,Not-in-family,True,Local-gov,0
50,0.0,0.0,9,308764,40,Widowed,United-States,Transport-moving,White,Unmarried,False,Local-gov,0
39,0.0,0.0,13,289890,60,Divorced,United-States,Sales,White,Not-in-family,True,Private,0
42,0.0,1740.0,9,248094,43,Married-civ-spouse,United-States,Transport-moving,White,Husband,True,Private,0
34,0.0,0.0,10,185216,40,Never-married,United-States,Adm-clerical,White,Own-child,True,Private,0
26,0.0,1848.0,9,366219,60,Married-civ-spouse,United-States,Craft-repair,Black,Husband,True,Private,1
20,0.0,0.0,9,340217,40,Never-married,United-States,Adm-clerical,White,Own-child,False,Federal-gov,0
46,0.0,0.0,9,174928,40,Divorced,Puerto-Rico,Adm-clerical,White,Not-in-family,True,Private,0
29,0.0,0.0,11,88432,50,Married-civ-spouse,United-States,Craft-repair,White,Husband,True,Private,0
55,15024.0,0.0,15,296991,40,Married-civ-spouse,United-States,Prof-specialty,White,Husband,True,State-gov,1
47,0.0,0.0,10,97842,40,Married-civ-spouse,United-States,Craft-repair,White,Husband,True,Private,0
21,0.0,0.0,9,80680,64,Never-married,United-States,Other-service,White,Not-in-family,False,Private,0
38,0.0,0.0,10,193026,40,Divorced,Iran,Craft-repair,White,Not-in-family,True,Private,0
39,15024.0,0.0,13,177154,50,Married-civ-spouse,United-States,Sales,White,Husband,True,Private,1
25,0.0,0.0,10,60828,50,Never-married,United-States,Farming-fishing,White,Own-child,False,Self-emp-not-inc,0
29,0.0,0.0,10,131913,40,Never-married,United-States,Adm-clerical,Black,Other-relative,False,Private,0
57,0.0,0.0,9,287229,48,Married-civ-spouse,United-States,Craft-repair,White,Husband,True,Self-emp-not-inc,1
47,0.0,0.0,10,46857,40,Divorced,United-States,Adm-clerical,White,Not-in-family,True,Private,0
68,0.0,0.0,9,107910,40,Never-married,United-States,Sales,White,Not-in-family,False,Private,0
40,0.0,0.0,9,137142,60,Married-civ-spouse,United-States,Sales,White,Husband,True,Private,0
53,0.0,0.0,10,539864,20,Divorced,United-States,Craft-repair,White,Not-in-family,True,Private,0
23,0.0,0.0,12,84726,45,Married-civ-spouse,Germany,Farming-fishing,White,Wife,False,Private,0
45,0.0,0.0,13,139268,60,Married-civ-spouse,United-States,Sales,White,Husband,True,Self-emp-inc,1
48,0.0,0.0,10,192779,40,Divorced,United-States,Craft-repair,White,Not-in-family,True,Private,0
27,0.0,0.0,9,140863,60,Never-married,United-States,Transport-moving,White,Not-in-family,True,Private,0
43,0.0,0.0,9,178866,25,Married-civ-spouse,United-States,Adm-clerical,White,Wife,False,Private,1
30,0.0,0.0,10,197886,45,Never-married,United-States,Sales,White,Not-in-family,True,Private,1
36,0.0,0.0,9,179358,30,Widowed,United-States,Handlers-cleaners,White,Unmarried,False,Private,0
65,0.0,0.0,5,144822,45,Married-civ-spouse,United-States,Craft-repair,White,Husband,True,Self-emp-not-inc,0
35,0.0,0.0,9,253860,20,Divorced,United-States,?,White,Unmarried,False,?,0
39,0.0,0.0,9,210991,40,Married-civ-spouse,United-States,Craft-repair,White,Husband,True,Private,0
55,0.0,0.0,14,134042,40,Married-civ-spouse,United-States,Exec-managerial,White,Wife,False,Local-gov,1
23,0.0,0.0,9,156513,40,Never-married,United-States,Handlers-cleaners,Black,Own-child,True,Private,0
30,0.0,0.0,16,209808,40,Married-civ-spouse,United-States,Prof-specialty,White,Husband,True,Self-emp-not-inc,1
63,0.0,0.0,9,287277,40,Divorced,United-States,Protective-serv,White,Not-in-family,True,Private,0
23,0.0,0.0,13,201682,40,Married-civ-spouse,United-States,Adm-clerical,White,Other-relative,False,Private,0
53,0.0,0.0,13,177705,44,Married-civ-spouse,United-States,Craft-repair,White,Husband,True,Private,1
30,0.0,0.0,12,63861,40,Never-married,United-States,Tech-support,White,Not-in-family,False,Private,0
31,0.0,0.0,10,103772,40,Divorced,United-States,Adm-clerical,White,Not-in-family,False,Private,0
40,0.0,0.0,12,52498,40,Divorced,United-States,Adm-clerical,White,Unmarried,False,State-gov,0
19,1055.0,0.0,9,164339,70,Never-married,United-States,Handlers-cleaners,White,Own-child,True,Private,0
54,0.0,0.0,6,294991,40,Married-civ-spouse,United-States,Handlers-cleaners,White,Husband,True,Private,0
56,0.0,0.0,14,291529,50,Married-civ-spouse,United-States,Prof-specialty,White,Husband,True,Local-gov,1
25,0.0,0.0,12,397317,40,Never-married,United-States,Prof-specialty,White,Not-in-family,False,Private,0
24,0.0,0.0,10,373718,20,Never-married,United-States,Farming-fishing,White,Not-in-family,True,Private,0
52,0.0,0.0,10,40200,35,Widowed,United-States,Craft-repair,Black,Not-in-family,True,Self-emp-not-inc,0
26,0.0,2051.0,10,115717,40,Married-civ-spouse,United-States,Adm-clerical,White,Husband,True,Private,0
20,0.0,0.0,9,63210,15,Never-married,United-States,Handlers-cleaners,White,Own-child,True,Private,0
40,15024.0,0.0,13,25005,99,Married-civ-spouse,United-States,Prof-specialty,White,Husband,True,Private,1
46,0.0,0.0,12,201694,40,Separated,United-States,Exec-managerial,White,Unmarried,False,Private,0
34,0.0,0.0,13,244147,40,Married-civ-spouse,?,Prof-specialty,White,Husband,True,Private,1
46,0.0,0.0,7,185291,45,Married-civ-spouse,United-States,Handlers-cleaners,White,Husband,True,Private,1
38,0.0,1726.0,10,130277,40,Divorced,United-States,Tech-support,White,Unmarried,False,Private,0
29,0.0,0.0,13,129528,40,Never-married,United-States,Prof-specialty,White,Not-in-family,False,Private,0
31,0.0,0.0,9,42485,55,Married-civ-spouse,United-States,Machine-op-inspct,White,Husband,True,Private,0
26,0.0,0.0,9,552529,40,Married-civ-spouse,United-States,Machine-op-inspct,Black,Wife,False,Private,0
45,15024.0,0.0,13,205100,60,Married-civ-spouse,United-States,Exec-managerial,White,Husband,True,Private,1
44,0.0,0.0,12,27242,40,Married-civ-spouse,Philippines,Craft-repair,White,Husband,True,Private,0
68,0.0,0.0,14,99106,20,Divorced,United-States,Prof-specialty,White,Not-in-family,False,State-gov,0
51,0.0,0.0,9,253357,40,Married-civ-spouse,United-States,Craft-repair,White,Husband,True,Private,0
51,5178.0,0.0,13,106728,60,Married-civ-spouse,United-States,Exec-managerial,White,Husband,True,Private,1
23,0.0,0.0,9,226891,20,Never-married,South,?,Asian-Pac-Islander,Other-relative,False,?,0
50,0.0,0.0,14,211319,38,Never-married,United-States,Prof-specialty,White,Not-in-family,True,State-gov,0
29,0.0,0.0,6,253752,40,Married-civ-spouse,United-States,Farming-fishing,White,Wife,False,Private,0
36,0.0,0.0,9,248263,40,Never-married,United-States,Prof-specialty,White,Not-in-family,False,Local-gov,0
38,0.0,0.0,10,198841,40,Separated,United-States,Handlers-cleaners,White,Not-in-family,True,Federal-gov,0
46,0.0,0.0,10,358585,40,Divorced,United-States,Craft-repair,White,Unmarried,True,Private,1
38,0.0,0.0,15,212252,50,Married-civ-spouse,United-States,Prof-specialty,White,Wife,False,Private,1
50,0.0,0.0,14,158680,50,Married-civ-spouse,United-States,Exec-managerial,White,Husband,True,Private,1
48,0.0,0.0,9,34845,40,Divorced,United-States,Craft-repair,White,Other-relative,True,Private,0
33,0.0,1848.0,16,331615,40,Married-civ-spouse,United-States,Prof-specialty,White,Husband,True,Federal-gov,1
44,0.0,0.0,9,76487,40,Married-civ-spouse,United-States,Transport-moving,White,Husband,True,Private,0
23,0.0,0.0,9,231866,38,Never-married,United-States,Handlers-cleaners,White,Own-child,True,Private,0
50,0.0,0.0,9,166565,40,Married-civ-spouse,United-States,Transport-moving,White,Husband,True,Private,0
23,0.0,0.0,10,180475,40,Never-married,United-States,Exec-managerial,White,Not-in-family,True,Private,0
54,0.0,0.0,14,141707,40,Married-civ-spouse,United-States,Prof-specialty,Black,Husband,True,Private,1
38,0.0,0.0,9,203763,40,Divorced,United-States,Adm-clerical,White,Not-in-family,False,Private,0
29,0.0,0.0,13,59932,40,Never-married,United-States,Prof-specialty,White,Not-in-family,False,Federal-gov,0
76,7896.0,0.0,9,204113,18,Widowed,United-States,Protective-serv,White,Not-in-family,False,Private,0
38,0.0,0.0,12,168496,50,Married-civ-spouse,United-States,Sales,White,Husband,True,Private,1
62,0.0,0.0,9,99470,45,Married-civ-spouse,United-States,Exec-managerial,White,Husband,True,Private,1
31,0.0,0.0,13,253354,50,Married-civ-spouse,United-States,Prof-specialty,White,Husband,True,Private,0
51,0.0,0.0,6,194788,30,Divorced,United-States,Adm-clerical,White,Other-relative,False,Private,0
71,9386.0,0.0,13,132057,50,Married-civ-spouse,United-States,Prof-specialty,Black,Husband,True,Private,1
25,0.0,1741.0,9,120268,40,Never-married,United-States,Sales,White,Own-child,True,Private,0
35,0.0,0.0,13,226311,40,Never-married,United-States,Sales,White,Not-in-family,False,Private,0
26,0.0,0.0,13,122575,60,Never-married,Vietnam,Exec-managerial,Asian-Pac-Islander,Unmarried,True,Private,0
32,0.0,0.0,11,191777,35,Never-married,England,Exec-managerial,Black,Not-in-family,False,Private,0
59,0.0,1485.0,9,174864,45,Married-civ-spouse,United-States,Craft-repair,White,Husband,True,Private,1
44,0.0,0.0,9,118550,33,Divorced,United-States,Other-service,White,Unmarried,False,Private,0
36,0.0,0.0,9,108293,24,Widowed,United-States,Other-service,White,Unmarried,False,Private,0
24,0.0,0.0,13,198259,40,Never-married,United-States,Exec-managerial,White,Own-child,False,Private,0
22,0.0,0.0,9,41763,42,Married-civ-spouse,United-States,Sales,White,Husband,True,Private,0
