age,capital_gain,capital_loss,education,final_weight,hours_worked_per_week,marital_status,native_country,occupation,race,relationship,is_male,workclass,over_threshold,capital_gain_log1p,capital_loss_log1p,final_weight_log1p,native_country_frequency
54,0.0,0.0,12,178251,30,Widowed,United-States,Adm-clerical,White,Unmarried,False,Private,0,0.0,0.0,12.09095355840995,0.8937728937728938
42,0.0,0.0,13,118947,40,Married-civ-spouse,United-States,Exec-managerial,White,Husband,True,Private,1,0.0,0.0,11.686441701802444,0.8937728937728938
51,0.0,0.0,10,149220,75,Married-civ-spouse,United-States,Farming-fishing,White,Husband,True,Self-emp-not-inc,0,0.0,0.0,11.913183707517593,0.8937728937728938
31,0.0,0.0,13,284889,41,Widowed,United-States,Sales,White,Unmarried,False,Private,0,0.0,0.0,12.559858419834878,0.8937728937728938
74,0.0,0.0,2,91488,20,Married-civ-spouse,United-States,Transport-moving,Black,Husband,True,Private,0,0.0,0.0,11.423974025457545,0.8937728937728938
38,0.0,0.0,14,91039,65,Married-civ-spouse,United-States,Exec-managerial,White,Husband,True,Private,1,0.0,0.0,11.419054249360158,0.8937728937728938
34,0.0,0.0,9,161444,39,Married-civ-spouse,United-States,Prof-specialty,White,Husband,True,Private,0,0.0,0.0,11.991919806366509,0.8937728937728938
20,0.0,0.0,9,194891,40,Never-married,United-States,Adm-clerical,White,Not-in-family,False,Private,0,0.0,0.0,12.180200837962603,0.8937728937728938
49,0.0,0.0,12,178160,40,Widowed,__RARE__,Sales,White,Not-in-family,False,Private,0,0.0,0.0,12.090442914847692,0.0
71,9386.0,0.0,13,132057,50,Married-civ-spouse,United-States,Prof-specialty,Black,Husband,True,Private,1,9.147081032336992,0.0,11.790996499002652,0.8937728937728938
50,0.0,0.0,10,76728,39,Divorced,United-States,Adm-clerical,White,Not-in-family,False,State-gov,0,0.0,0.0,11.248035012374677,0.8937728937728938
20,0.0,0.0,10,337488,30,Never-married,United-States,?,Black,Own-child,True,?,0,0.0,0.0,12.729288196170979,0.8937728937728938
38,0.0,0.0,15,212252,50,Married-civ-spouse,United-States,Prof-specialty,White,Wife,False,Private,1,0.0,0.0,12.265534238349325,0.8937728937728938
18,0.0,0.0,10,446771,25,Never-married,United-States,Adm-clerical,White,Own-child,True,Private,0,0.0,0.0,13.00980367635313,0.8937728937728938
36,0.0,0.0,9,238415,40,Divorced,United-States,Craft-repair,White,Unmarried,True,Private,0,0.0,0.0,12.381772326015241,0.8937728937728938
42,0.0,1740.0,9,248094,43,Married-civ-spouse,United-States,Transport-moving,White,Husband,True,Private,0,0.0,7.462214939768189,12.421567016312768,0.8937728937728938
51,0.0,0.0,9,185490,40,Divorced,United-States,Sales,White,Not-in-family,False,Private,0,0.0,0.0,12.130761642332399,0.8937728937728938
49,0.0,0.0,9,164799,40,Married-civ-spouse,United-States,Machine-op-inspct,White,Husband,True,Private,1,0.0,0.0,12.01248789645751,0.8937728937728938
50,0.0,0.0,9,134680,40,Never-married,United-States,Other-service,White,Not-in-family,True,Private,0,0.0,0.0,11.81066429825487,0.8937728937728938
24,0.0,0.0,13,179423,20,Never-married,United-States,Adm-clerical,White,Own-child,False,Private,0,0.0,0.0,12.097506998923398,0.8937728937728938
24,0.0,0.0,10,395297,30,Never-married,__RARE__,Other-service,White,Unmarried,False,Private,0,0.0,0.0,12.887395189823458,0.0
49,0.0,0.0,6,59612,70,Divorced,United-States,Farming-fishing,White,Unmarried,True,Self-emp-not-inc,0,0.0,0.0,10.995628950073925,0.8937728937728938
33,0.0,0.0,9,198211,40,Married-civ-spouse,United-States,Exec-managerial,White,Husband,True,Private,0,0.0,0.0,12.197092443949392,0.8937728937728938
45,0.0,0.0,8,242552,35,Divorced,United-States,Craft-repair,Black,Other-relative,True,Self-emp-not-inc,0,0.0,0.0,12.398975522180669,0.8937728937728938
29,0.0,0.0,9,40295,40,Married-civ-spouse,United-States,Prof-specialty,White,Husband,True,Private,0,0.0,0.0,10.604007487425486,0.8937728937728938
36,0.0,0.0,4,185692,35,Married-civ-spouse,United-States,Farming-fishing,White,Husband,True,Private,0,0.0,0.0,12.131850051422992,0.8937728937728938
52,0.0,0.0,10,40200,35,Widowed,United-States,Craft-repair,Black,Not-in-family,True,Self-emp-not-inc,0,0.0,0.0,10.601647149919609,0.8937728937728938
45,0.0,0.0,9,88265,40,Never-married,United-States,Machine-op-inspct,White,Own-child,False,Private,0,0.0,0.0,11.388110261478268,0.8937728937728938
37,0.0,0.0,9,317580,40,Married-civ-spouse,United-States,Craft-repair,White,Husband,True,Self-emp-inc,0,0.0,0.0,12.668488182888028,0.8937728937728938
47,0.0,0.0,13,191957,40,Married-civ-spouse,United-States,Sales,Black,Husband,True,Private,1,0.0,0.0,12.165031877080647,0.8937728937728938
42,0.0,0.0,4,369781,25,Divorced,United-States,Craft-repair,White,Unmarried,True,Self-emp-inc,0,0.0,0.0,12.820668921791059,0.8937728937728938
75,0.0,0.0,15,208426,35,Married-civ-spouse,United-States,Prof-specialty,White,Husband,True,Self-emp-not-inc,0,0.0,0.0,12.247344139010632,0.8937728937728938
33,0.0,0.0,9,184245,50,Married-civ-spouse,Mexico,Exec-managerial,White,Husband,True,Self-emp-inc,1,0.0,0.0,12.124027100182275,0.02197802197802198
43,0.0,1741.0,13,191712,40,Never-married,United-States,Adm-clerical,White,Not-in-family,True,Private,0,0.0,7.462789157412448,12.163754741027617,0.8937728937728938
46,0.0,0.0,9,319163,40,Married-civ-spouse,United-States,Craft-repair,Black,Husband,True,Private,0,0.0,0.0,12.67346035624254,0.8937728937728938
35,0.0,0.0,14,206951,40,Married-civ-spouse,United-States,Sales,White,Husband,True,Private,1,0.0,0.0,12.24024216130027,0.8937728937728938
21,0.0,0.0,4,262634,36,Never-married,United-States,Farming-fishing,White,Not-in-family,True,Private,0,0.0,0.0,12.478520514528526,0.8937728937728938
30,0.0,0.0,9,91145,55,Never-married,United-States,Handlers-cleaners,White,Unmarried,True,Private,0,0.0,0.0,11.420217895435718,0.8937728937728938
67,0.0,0.0,5,110331,20,Divorced,United-States,Adm-clerical,White,Other-relative,False,Private,0,0.0,0.0,11.611249281025925,0.8937728937728938
39,0.0,0.0,13,144860,40,Married-civ-spouse,United-States,Exec-managerial,White,Husband,True,State-gov,0,0.0,0.0,11.883529940942388,0.8937728937728938
47,0.0,0.0,10,330416,60,Never-married,United-States,Farming-fishing,White,Not-in-family,True,Self-emp-not-inc,0,0.0,0.0,12.708110772089814,0.8937728937728938
41,0.0,0.0,13,344624,50,Divorced,United-States,Exec-managerial,White,Not-in-family,True,Private,1,0.0,0.0,12.750212148326098,0.8937728937728938
41,0.0,0.0,9,38397,40,Divorced,United-States,Other-service,White,Not-in-family,False,Private,0,0.0,0.0,10.5557606538861,0.8937728937728938
26,0.0,0.0,10,287797,45,Married-civ-spouse,United-States,Craft-repair,White,Husband,True,Private,0,0.0,0.0,12.570014124140931,0.8937728937728938
31,0.0,0.0,3,252210,40,Never-married,Mexico,Other-service,White,Own-child,True,Private,0,0.0,0.0,12.438021317739436,0.02197802197802198
25,0.0,0.0,13,262818,35,Never-married,__RARE__,Prof-specialty,White,Own-child,True,Local-gov,0,0.0,0.0,12.479220861304917,0.0
53,0.0,0.0,13,177705,44,Married-civ-spouse,United-States,Craft-repair,White,Husband,True,Private,1,0.0,0.0,12.087885778344813,0.8937728937728938
44,0.0,0.0,13,483201,40,Married-civ-spouse,United-States,Exec-managerial,White,Husband,True,Self-emp-not-inc,0,0.0,0.0,13.088190064667025,0.8937728937728938
27,0.0,0.0,12,206889,40,Never-married,United-States,Protective-serv,White,Not-in-family,True,State-gov,0,0.0,0.0,12.239942530037789,0.8937728937728938
59,0.0,0.0,9,147098,40,Married-civ-spouse,United-States,Craft-repair,White,Husband,True,Private,1,0.0,0.0,11.89886110846989,0.8937728937728938
34,0.0,0.0,13,85355,40,Never-married,United-States,Adm-clerical,White,Own-child,True,Private,0,0.0,0.0,11.354586024521515,0.8937728937728938
22,0.0,0.0,10,341368,50,Never-married,United-States,Other-service,White,Not-in-family,True,Private,0,0.0,0.0,12.740719282642052,0.8937728937728938
38,0.0,0.0,13,29702,45,Married-civ-spouse,United-States,Exec-managerial,White,Husband,True,Private,1,0.0,0.0,10.299003329790624,0.8937728937728938
42,0.0,0.0,10,86185,40,Widowed,United-States,Exec-managerial,Amer-Indian-Eskimo,Not-in-family,False,Private,0,0.0,0.0,11.364263030468326,0.8937728937728938
32,0.0,0.0,9,282622,28,Divorced,United-States,?,White,Unmarried,False,?,0,0.0,0.0,12.551869133040416,0.8937728937728938
40,0.0,0.0,9,227236,50,Married-civ-spouse,United-States,Sales,White,Husband,True,Private,0,0.0,0.0,12.333748804682843,0.8937728937728938
53,0.0,0.0,15,340723,40,Never-married,United-States,Prof-specialty,White,Not-in-family,False,Private,0,0.0,0.0,12.738828044373218,0.8937728937728938
40,0.0,0.0,9,137142,60,Married-civ-spouse,United-States,Sales,White,Husband,True,Private,0,0.0,0.0,11.82877945605483,0.8937728937728938
45,0.0,0.0,9,325390,40,Married-civ-spouse,United-States,Sales,White,Husband,True,Private,0,0.0,0.0,12.692782815117829,0.8937728937728938
40,15024.0,0.0,13,25005,99,Married-civ-spouse,United-States,Prof-specialty,White,Husband,True,Private,1,9.617470759403409,0.0,10.126871075054945,0.8937728937728938
18,0.0,0.0,10,437851,40,Never-married,United-States,?,White,Own-child,True,?,0,0.0,0.0,12.98963623271429,0.8937728937728938
56,0.0,0.0,10,187355,40,Divorced,United-States,Sales,White,Unmarried,False,Private,0,0.0,0.0,12.14076582932952,0.8937728937728938
19,0.0,0.0,9,375077,50,Never-married,United-States,Sales,White,Own-child,True,Private,0,0.0,0.0,12.834889283323546,0.8937728937728938
31,0.0,0.0,9,332379,40,Never-married,United-States,Machine-op-inspct,White,Not-in-family,True,Private,0,0.0,0.0,12.714034171681515,0.8937728937728938
65,0.0,0.0,3,90907,40,Married-civ-spouse,United-States,Other-service,Asian-Pac-Islander,Husband,True,Private,0,0.0,0.0,11.417603285093904,0.8937728937728938
65,0.0,0.0,5,144822,45,Married-civ-spouse,United-States,Craft-repair,White,Husband,True,Self-emp-not-inc,0,0.0,0.0,11.883267586099057,0.8937728937728938
25,0.0,1741.0,9,120268,40,Never-married,United-States,Sales,White,Own-child,True,Private,0,0.0,7.462789157412448,11.69748617964467,0.8937728937728938
39,0.0,0.0,13,103260,30,Married-civ-spouse,United-States,Craft-repair,White,Wife,False,Private,1,0.0,0.0,11.545015042678825,0.8937728937728938
39,0.0,0.0,8,261504,40,Divorced,United-States,Adm-clerical,White,Unmarried,False,Private,0,0.0,0.0,12.474208682763212,0.8937728937728938
65,0.0,0.0,10,180280,40,Married-civ-spouse,United-States,Exec-managerial,White,Wife,False,Private,0,0.0,0.0,12.102272023716203,0.8937728937728938
46,0.0,1902.0,3,147640,40,Married-civ-spouse,United-States,Transport-moving,Amer-Indian-Eskimo,Husband,True,Private,0,0.0,7.551186867296149,11.902538930353183,0.8937728937728938
27,0.0,0.0,10,413870,40,Never-married,United-States,Exec-managerial,Black,Own-child,True,State-gov,0,0.0,0.0,12.933309610048992,0.8937728937728938
39,0.0,0.0,13,286026,52,Married-civ-spouse,United-States,Craft-repair,White,Husband,True,Private,0,0.0,0.0,12.563841490940467,0.8937728937728938
42,0.0,0.0,13,91453,50,Divorced,United-States,Sales,White,Unmarried,False,Private,0,0.0,0.0,11.423591392610954,0.8937728937728938
34,3325.0,0.0,13,111843,40,Never-married,United-States,Adm-clerical,Black,Not-in-family,False,State-gov,0,8.109525659752872,0.0,11.624860322207184,0.8937728937728938
30,0.0,0.0,13,267281,50,Never-married,United-States,Prof-specialty,White,Not-in-family,True,Private,0,0.0,0.0,12.496059559792226,0.8937728937728938
17,0.0,0.0,7,193199,12,Never-married,__RARE__,Sales,White,Unmarried,False,Private,0,0.0,0.0,12.171481200760555,0.0
39,0.0,0.0,9,102865,40,Married-civ-spouse,United-States,Craft-repair,White,Husband,True,Private,0,0.0,0.0,11.541182449340686,0.8937728937728938
38,0.0,0.0,9,412296,28,Divorced,United-States,Craft-repair,White,Own-child,True,Private,0,0.0,0.0,12.929499242413366,0.8937728937728938
27,0.0,1721.0,10,212578,20,Never-married,United-States,Other-service,White,Own-child,True,Private,0,0.0,7.451241684987676,12.267068962965116,0.8937728937728938
32,0.0,1876.0,13,244147,50,Never-married,United-States,Prof-specialty,White,Not-in-family,True,Private,0,0.0,7.537430036586509,12.405529877770816,0.8937728937728938
56,0.0,0.0,9,160932,44,Married-civ-spouse,United-States,Transport-moving,White,Husband,True,Private,1,0.0,0.0,11.988743408284224,0.8937728937728938
50,0.0,0.0,9,249644,50,Married-civ-spouse,United-States,Exec-managerial,White,Husband,True,Self-emp-inc,1,0.0,0.0,12.427795187688936,0.8937728937728938
20,0.0,0.0,9,148509,40,Never-married,United-States,Other-service,White,Not-in-family,False,Private,0,0.0,0.0,11.908407575024992,0.8937728937728938
51,0.0,1980.0,9,378126,40,Divorced,United-States,Adm-clerical,White,Unmarried,False,Federal-gov,0,0.0,7.591357046698551,12.842985397009453,0.8937728937728938
19,1055.0,0.0,9,164339,70,Never-married,United-States,Handlers-cleaners,White,Own-child,True,Private,0,6.962243464266207,0.0,12.00969273148518,0.8937728937728938
50,0.0,0.0,11,62593,40,Married-civ-spouse,United-States,Farming-fishing,Asian-Pac-Islander,Husband,True,Private,1,0.0,0.0,11.04442470584924,0.8937728937728938
46,99999.0,0.0,13,198660,72,Married-civ-spouse,United-States,Sales,White,Husband,True,Self-emp-inc,1,11.512925464970229,0.0,12.199355133482642,0.8937728937728938
61,0.0,0.0,4,196773,30,Married-civ-spouse,United-States,Sales,White,Husband,True,Self-emp-not-inc,1,0.0,0.0,12.189811141051353,0.8937728937728938
50,15024.0,0.0,16,143822,40,Married-civ-spouse,United-States,Prof-specialty,White,Husband,True,State-gov,1,9.617470759403409,0.0,11.876338655846524,0.8937728937728938
20,0.0,0.0,10,317443,15,Never-married,United-States,Adm-clerical,Black,Own-child,False,Private,0,0.0,0.0,12.668056703805707,0.8937728937728938
26,0.0,1848.0,9,366219,60,Married-civ-spouse,United-States,Craft-repair,Black,Husband,True,Private,1,0.0,7.522400231387125,12.810989524695705,0.8937728937728938
41,0.0,0.0,13,43467,99,Divorced,United-States,Other-service,White,Not-in-family,False,Private,0,0.0,0.0,10.679780314182743,0.8937728937728938
52,0.0,1579.0,9,129893,30,Married-civ-spouse,United-States,?,Black,Husband,True,?,0,0.0,7.365180126021013,11.774474012215485,0.8937728937728938
56,0.0,0.0,13,181220,40,Married-civ-spouse,United-States,Sales,White,Husband,True,Private,1,0.0,0.0,12.107472559915555,0.8937728937728938
72,0.0,0.0,13,164724,28,Divorced,United-States,Sales,White,Unmarried,False,Private,0,0.0,0.0,12.01203269578202,0.8937728937728938
58,0.0,0.0,9,197665,45,Married-spouse-absent,United-States,Other-service,White,Unmarried,False,Self-emp-not-inc,0,0.0,0.0,12.194334016624783,0.8937728937728938
48,0.0,0.0,5,176239,40,Divorced,United-States,Other-service,White,Not-in-family,False,Private,0,0.0,0.0,12.079601981476225,0.8937728937728938
26,0.0,0.0,9,199143,50,Married-civ-spouse,United-States,Handlers-cleaners,White,Husband,True,Private,0,0.0,0.0,12.201783460111743,0.8937728937728938
54,0.0,0.0,6,135840,45,Married-civ-spouse,United-States,Protective-serv,White,Husband,True,Local-gov,0,0.0,0.0,11.819240363119963,0.8937728937728938
28,0.0,0.0,9,300915,60,Married-civ-spouse,United-States,Transport-moving,White,Husband,True,Private,0,0.0,0.0,12.614586435016356,0.8937728937728938
33,0.0,0.0,9,275632,40,Married-civ-spouse,United-States,Transport-moving,White,Husband,True,Private,0,0.0,0.0,12.526825549705343,0.8937728937728938
27,0.0,0.0,13,105830,60,Never-married,United-States,Prof-specialty,White,Not-in-family,False,Local-gov,0,0.0,0.0,11.569598761159636,0.8937728937728938
49,0.0,0.0,13,173584,50,Never-married,United-States,Prof-specialty,White,Not-in-family,False,Local-gov,0,0.0,0.0,12.06442267194526,0.8937728937728938
66,0.0,0.0,9,76212,50,Married-civ-spouse,United-States,Transport-moving,White,Husband,True,Self-emp-inc,1,0.0,0.0,11.241287330798126,0.8937728937728938
47,0.0,0.0,13,149700,36,Married-civ-spouse,United-States,?,White,Husband,True,?,1,0.0,0.0,11.916395250412128,0.8937728937728938
54,0.0,0.0,4,283281,50,Never-married,United-States,Craft-repair,Black,Not-in-family,True,Private,0,0.0,0.0,12.554198146913361,0.8937728937728938
25,0.0,0.0,10,212302,40,Separated,United-States,Adm-clerical,White,Unmarried,False,Private,0,0.0,0.0,12.26576977853828,0.8937728937728938
42,0.0,0.0,10,169980,50,Married-civ-spouse,United-States,Craft-repair,Black,Husband,True,Private,1,0.0,0.0,12.043441945080376,0.8937728937728938
33,0.0,0.0,9,143485,40,Married-civ-spouse,United-States,Handlers-cleaners,Black,Husband,True,Private,0,0.0,0.0,11.873992748446822,0.8937728937728938
26,0.0,0.0,10,173992,45,Married-civ-spouse,United-States,Craft-repair,White,Husband,True,Private,1,0.0,0.0,12.066770347502365,0.8937728937728938
27,0.0,0.0,13,31493,30,Married-civ-spouse,United-States,Tech-support,White,Husband,True,Private,0,0.0,0.0,10.357552330480354,0.8937728937728938
37,0.0,0.0,9,150566,44,Separated,United-States,Craft-repair,White,Not-in-family,True,State-gov,0,0.0,0.0,11.922163446830892,0.8937728937728938
23,0.0,0.0,9,73514,40,Never-married,__RARE__,Adm-clerical,Asian-Pac-Islander,Own-child,False,Private,0,0.0,0.0,11.205244746011758,0.0
45,0.0,0.0,10,112305,40,Divorced,United-States,Other-service,Black,Unmarried,False,Private,0,0.0,0.0,11.628982567616301,0.8937728937728938
39,0.0,0.0,9,148015,52,Never-married,United-States,Machine-op-inspct,Black,Not-in-family,False,Private,0,0.0,0.0,11.9050756550111,0.8937728937728938
22,0.0,0.0,9,244773,15,Never-married,United-States,Sales,Black,Own-child,False,Private,0,0.0,0.0,12.40809061482939,0.8937728937728938
63,0.0,2205.0,9,234083,40,Divorced,United-States,?,White,Not-in-family,False,?,0,0.0,7.698936199813447,12.363435304282932,0.8937728937728938
39,0.0,0.0,13,123983,40,Divorced,__RARE__,Sales,Asian-Pac-Islander,Not-in-family,True,Private,0,0.0,0.0,11.727907804003731,0.0
38,0.0,0.0,13,140854,50,Married-civ-spouse,United-States,Craft-repair,White,Husband,True,Self-emp-inc,1,0.0,0.0,11.855486271431996,0.8937728937728938
32,0.0,0.0,9,26803,50,Married-civ-spouse,United-States,Exec-managerial,White,Husband,True,Private,1,0.0,0.0,10.196306409093062,0.8937728937728938
24,0.0,0.0,9,412156,40,Married-civ-spouse,Mexico,?,White,Wife,False,?,0,0.0,0.0,12.929159623704873,0.02197802197802198
45,0.0,0.0,9,54098,45,Married-civ-spouse,United-States,Exec-managerial,White,Husband,True,Private,1,0.0,0.0,10.898570980375382,0.8937728937728938
46,0.0,0.0,10,166269,50,Divorced,United-States,Sales,White,Unmarried,True,Private,0,0.0,0.0,12.021368252034424,0.8937728937728938
40,0.0,0.0,12,438427,55,Separated,United-States,?,Black,Unmarried,False,?,0,0.0,0.0,12.990950881189569,0.8937728937728938
28,0.0,0.0,9,51672,35,Never-married,United-States,Craft-repair,White,Not-in-family,True,Private,0,0.0,0.0,10.852690680366042,0.8937728937728938
40,0.0,0.0,9,199031,40,Married-civ-spouse,Mexico,Machine-op-inspct,White,Husband,True,Private,0,0.0,0.0,12.20122089479915,0.02197802197802198
30,0.0,1902.0,13,167309,40,Married-civ-spouse,United-States,Adm-clerical,White,Husband,True,Private,1,0.0,7.551186867296149,12.027603658051708,0.8937728937728938
34,0.0,0.0,13,114185,50,Divorced,?,Transport-moving,White,Not-in-family,True,Self-emp-not-inc,0,0.0,0.0,11.645583976745082,0.0115995115995116
29,0.0,0.0,9,198997,20,Married-civ-spouse,United-States,Adm-clerical,White,Wife,False,Private,0,0.0,0.0,12.201050053404868,0.8937728937728938
20,0.0,0.0,10,49179,35,Never-married,United-States,Prof-specialty,White,Not-in-family,True,Private,0,0.0,0.0,10.803242315770184,0.8937728937728938
59,0.0,0.0,11,141326,50,Divorced,United-States,Prof-specialty,White,Not-in-family,True,Self-emp-inc,1,0.0,0.0,11.858831633221174,0.8937728937728938
20,0.0,0.0,10,181370,40,Never-married,United-States,Other-service,Black,Own-child,True,Private,0,0.0,0.0,12.10829993618727,0.8937728937728938
33,0.0,0.0,9,223046,40,Never-married,United-States,Craft-repair,White,Not-in-family,True,Self-emp-not-inc,0,0.0,0.0,12.315137790566835,0.8937728937728938
19,0.0,0.0,9,61855,30,Never-married,United-States,?,White,Other-relative,False,?,0,0.0,0.0,11.032564382008058,0.8937728937728938
43,0.0,0.0,7,188331,40,Separated,United-States,Sales,White,Unmarried,False,Private,0,0.0,0.0,12.14596164178939,0.8937728937728938
59,0.0,0.0,13,227856,37,Married-civ-spouse,United-States,Sales,White,Husband,True,Private,1,0.0,0.0,12.336473518186324,0.8937728937728938
32,0.0,0.0,12,247481,48,Married-civ-spouse,United-States,Prof-specialty,White,Husband,True,State-gov,1,0.0,0.0,12.419093131073398,0.8937728937728938
38,0.0,0.0,9,107303,40,Married-civ-spouse,United-States,Craft-repair,White,Husband,True,Private,0,0.0,0.0,11.583421206581926,0.8937728937728938
19,0.0,0.0,10,86860,15,Never-married,United-States,Exec-managerial,White,Own-child,True,Private,0,0.0,0.0,11.372064418801726,0.8937728937728938
41,0.0,0.0,9,421871,40,Married-civ-spouse,United-States,Craft-repair,Black,Husband,True,Private,1,0.0,0.0,12.952457229472536,0.8937728937728938
18,0.0,0.0,9,92112,30,Never-married,United-States,Other-service,White,Own-child,False,Private,0,0.0,0.0,11.430771363205453,0.8937728937728938
19,0.0,0.0,9,39026,30,Never-married,United-States,Other-service,White,Not-in-family,True,Private,0,0.0,0.0,10.57200899326967,0.8937728937728938
35,0.0,1887.0,13,269323,40,Married-civ-spouse,United-States,Tech-support,White,Husband,True,Private,1,0.0,7.543273346705446,12.503670394769332,0.8937728937728938
58,4787.0,0.0,13,244830,40,Separated,United-States,Prof-specialty,White,Not-in-family,True,Federal-gov,1,8.473868066677865,0.0,12.40832345558983,0.8937728937728938
36,0.0,0.0,6,373952,40,Married-civ-spouse,United-States,Machine-op-inspct,White,Husband,True,Private,0,0.0,0.0,12.83188540005053,0.8937728937728938
25,27828.0,0.0,11,169905,40,Never-married,United-States,Sales,White,Not-in-family,True,Private,1,10.233833921427351,0.0,12.043000621927579,0.8937728937728938
67,0.0,0.0,6,112318,40,Married-civ-spouse,United-States,Craft-repair,White,Husband,True,Self-emp-inc,0,0.0,0.0,11.629098316086102,0.8937728937728938
17,0.0,0.0,6,75333,24,Never-married,United-States,Sales,Black,Own-child,False,Private,0,0.0,0.0,11.229686839104678,0.8937728937728938
45,0.0,0.0,12,282172,40,Never-married,United-States,Exec-managerial,White,Not-in-family,False,Private,0,0.0,0.0,12.550275636998585,0.8937728937728938
43,0.0,0.0,10,316820,84,Married-civ-spouse,United-States,Farming-fishing,White,Husband,True,Self-emp-not-inc,0,0.0,0.0,12.66609222460425,0.8937728937728938
39,0.0,0.0,12,257597,42,Married-civ-spouse,United-States,Tech-support,White,Husband,True,Private,0,0.0,0.0,12.45915550920704,0.8937728937728938
47,0.0,0.0,9,138342,50,Married-civ-spouse,United-States,Craft-repair,White,Husband,True,Private,0,0.0,0.0,11.837491387621338,0.8937728937728938
37,2174.0,0.0,10,177858,40,Never-married,United-States,Exec-managerial,White,Not-in-family,True,Private,0,7.684783943522785,0.0,12.088746380538185,0.8937728937728938
65,0.0,0.0,9,179985,40,Divorced,United-States,Adm-clerical,White,Not-in-family,False,Federal-gov,0,0.0,0.0,12.100634349069722,0.8937728937728938
23,0.0,0.0,4,287681,25,Never-married,Mexico,Other-service,White,Not-in-family,True,Private,0,0.0,0.0,12.569610982410303,0.02197802197802198
34,0.0,0.0,15,108247,55,Married-civ-spouse,United-States,Prof-specialty,White,Husband,True,Self-emp-not-inc,1,0.0,0.0,11.59218016994348,0.8937728937728938
20,0.0,0.0,10,170091,10,Never-married,United-States,Adm-clerical,White,Own-child,False,Private,0,0.0,0.0,12.04409474611981,0.8937728937728938
43,0.0,0.0,9,211450,40,Never-married,United-States,Adm-clerical,White,Own-child,True,Federal-gov,0,0.0,0.0,12.261748572139865,0.8937728937728938
48,0.0,0.0,13,204629,40,Married-civ-spouse,United-States,Prof-specialty,White,Husband,True,Private,1,0.0,0.0,12.228958749316874,0.8937728937728938
38,0.0,0.0,10,307404,40,Divorced,United-States,Adm-clerical,White,Unmarried,False,Federal-gov,0,0.0,0.0,12.63592137540653,0.8937728937728938
31,0.0,0.0,13,179186,90,Married-civ-spouse,United-States,Sales,Black,Husband,True,Private,1,0.0,0.0,12.09618523224862,0.8937728937728938
45,0.0,0.0,9,123844,60,Divorced,United-States,Other-service,White,Own-child,False,Private,0,0.0,0.0,11.726786062685521,0.8937728937728938
45,0.0,0.0,13,139268,60,Married-civ-spouse,United-States,Sales,White,Husband,True,Self-emp-inc,1,0.0,0.0,11.844162593724095,0.8937728937728938
33,0.0,0.0,9,336061,50,Married-civ-spouse,United-States,Exec-managerial,White,Husband,True,Private,0,0.0,0.0,12.725050945732441,0.8937728937728938
24,0.0,0.0,11,218215,20,Never-married,United-States,Adm-clerical,White,Own-child,False,Private,0,0.0,0.0,12.293240676915529,0.8937728937728938
36,0.0,0.0,10,176101,40,Married-civ-spouse,United-States,Handlers-cleaners,White,Husband,True,Private,0,0.0,0.0,12.078818651603223,0.8937728937728938
21,0.0,0.0,10,349365,15,Never-married,United-States,Adm-clerical,White,Own-child,False,Private,0,0.0,0.0,12.763875362273474,0.8937728937728938
19,0.0,0.0,10,98283,32,Never-married,United-States,?,Asian-Pac-Islander,Own-child,True,?,0,0.0,0.0,11.495616525847591,0.8937728937728938
35,0.0,0.0,9,140752,25,Never-married,United-States,Sales,White,Not-in-family,True,Private,0,0.0,0.0,11.854761860162,0.8937728937728938
28,0.0,0.0,9,239753,40,Never-married,United-States,Other-service,White,Not-in-family,False,Private,0,0.0,0.0,12.387368676652388,0.8937728937728938
66,0.0,0.0,9,252842,20,Never-married,United-States,Farming-fishing,White,Other-relative,True,Self-emp-not-inc,0,0.0,0.0,12.440524021727045,0.8937728937728938
28,0.0,0.0,9,128055,60,Married-civ-spouse,United-States,Craft-repair,White,Husband,True,Private,0,0.0,0.0,11.760222947226534,0.8937728937728938
28,0.0,0.0,9,200733,40,Married-civ-spouse,United-States,Craft-repair,White,Husband,True,Private,0,0.0,0.0,12.209735927511908,0.8937728937728938
68,0.0,2377.0,14,202699,42,Married-civ-spouse,?,Prof-specialty,White,Husband,True,State-gov,1,0.0,7.774015077250727,12.21948233244009,0.0115995115995116
52,0.0,0.0,11,400004,40,Married-civ-spouse,United-States,Exec-managerial,White,Husband,True,Private,1,0.0,0.0,12.899232326011994,0.8937728937728938
60,10520.0,0.0,9,404023,40,Divorced,United-States,Exec-managerial,White,Not-in-family,True,Federal-gov,1,9.261128538808288,0.0,12.909229561119417,0.8937728937728938
64,0.0,0.0,12,180624,30,Never-married,United-States,Prof-specialty,White,Other-relative,False,Private,0,0.0,0.0,12.104178337848834,0.8937728937728938
39,0.0,0.0,13,189623,60,Divorced,United-States,Sales,White,Unmarried,True,Private,0,0.0,0.0,12.15279844307068,0.8937728937728938
36,0.0,0.0,10,292380,10,Married-civ-spouse,United-States,Exec-managerial,Black,Husband,True,Private,0,0.0,0.0,12.585813025266338,0.8937728937728938
23,0.0,0.0,13,87528,45,Never-married,United-States,Sales,White,Not-in-family,False,Private,0,0.0,0.0,11.379725446006818,0.8937728937728938
36,0.0,0.0,9,225330,40,Divorced,United-States,Other-service,White,Unmarried,False,Private,0,0.0,0.0,12.325325711273791,0.8937728937728938
